uvvi,gscpi,gdp_growth,inflation_rate,date
0.004135653528389109,-0.24780228086219652,0.0399351,0.002059526777464349,1998-01-01
0.004846064559512049,-0.42451707123962973,0.0368582,0.003286568620465502,1998-04-01
0.011998590900111536,-0.8883074046090766,0.050070199999999995,0.005114463434513716,1998-07-01
0.005822631285434661,-0.6838740777003159,0.0638498,0.004681535267883952,1998-10-01
-0.0017699486985740531,-0.150254888374403,0.0373937,0.003648899983905274,1999-01-01
0.004782853047730813,-0.29557736170598364,0.0332359,0.007459363284398002,1999-04-01
0.0020319205850007163,-0.4706930315012123,0.052709599999999995,0.007403534827051139,1999-07-01
-0.0007624699865641515,-0.15698678237633354,0.06509140000000001,0.0073491250768960015,1999-10-01
0.0011736992975986589,-0.4256244199262215,0.014466099999999999,0.009846673674318573,2000-01-01
0.0022519040243400568,0.16093807357690468,0.0722073,0.007807770271882397,2000-04-01
0.0012814506099653178,0.050941624031712186,0.0040741,0.009097324824081099,2000-07-01
0.0013413947942796007,-0.7016491650750196,0.0238238,0.007103611238639118,2000-10-01
-0.0019211066154991574,-0.7309273533665506,-0.013149,0.009520446007093675,2001-01-01
-0.0033233392279148712,-0.903212145745497,0.0249098,0.00698690473191288,2001-04-01
-0.0019436461848572433,-0.7197733097680729,-0.0160639,0.002818756506716369,2001-07-01
0.0032581242560629406,-1.227643641068638,0.0109877,-0.0007507040666707709,2001-10-01
0.00416525484161856,-0.5701691906480552,0.0333121,0.003187590288069586,2002-01-01
-0.006557061793276864,-0.48075018004889486,0.024416000000000004,0.007831476194363418,2002-04-01
-0.007740106435900396,-1.0319265556225679,0.0162317,0.0053715049964626616,2002-07-01
-0.0025054314521845513,-0.8614141971795414,0.00495574,0.005894473310538828,2002-10-01
-0.011757538960867694,-0.3987757461556208,0.0209937,0.010232319293510983,2003-01-01
0.01262722356570071,-0.27248661392044166,0.035289100000000004,-0.0016374056896966138,2003-04-01
0.010769261513991232,0.015796922112569316,0.0659767,0.007437313193439543,2003-07-01
-0.0020322404902218447,-0.34081555643381134,0.0461672,0.003788225652000321,2003-10-01
0.003183877141935021,-0.29982732135071866,0.0225968,0.00842694439351721,2004-01-01
0.0034377429990526767,0.38496103359775397,0.030886399999999998,0.007825221521833292,2004-04-01
0.00029737211583125145,-0.131088261008752,0.037747,0.006357074850793509,2004-07-01
0.00251210902564362,-0.17733109009517853,0.0406116,0.010680132098550565,2004-10-01
0.010337703760331754,-0.16190469647922365,0.0441183,0.005037967310136615,2005-01-01
-0.0019464761677436087,-1.0583165697783092,0.019667900000000002,0.006735193971835862,2005-04-01
0.0011961341004588972,-0.419589993850892,0.031229,0.015032567412239572,2005-07-01
0.010540709655230204,-0.4726157688479237,0.0221475,0.009281815795624482,2005-10-01
-0.004471635673590139,-0.4988186294414918,0.0534564,0.005194281595753303,2006-01-01
-0.00207326994744228,0.11635881980912777,0.0103573,0.008983589117925739,2006-04-01
-0.0014962625267204155,-0.22454720889693147,0.00597253,0.0093959300997426,2006-07-01
0.006714848350930651,-0.3935463446270837,0.0342486,-0.0041104866753824965,2006-10-01
0.004646009739988706,-0.7228219795949061,0.0120096,0.009756371679275233,2007-01-01
0.0027545621936034825,-0.5322425363042474,0.0243902,0.011261884506108544,2007-04-01
0.0032000207969430003,-0.1904972200518965,0.0229814,0.006310173626604687,2007-07-01
-0.014405194124214519,-0.4115830600479626,0.0250499,0.012191953350161988,2007-10-01
-0.007755166742368462,0.08112147446092365,-0.0171099,0.010773639302541937,2008-01-01
-0.009614565533498376,0.09875819110322591,0.0237493,0.012925476127173319,2008-04-01
0.012691148624574508,0.2507611021090869,-0.0210666,0.015300988872214205,2008-07-01
-0.03426295077420723,-1.0519125226008519,-0.08852270000000001,-0.02316806948372463,2008-10-01
0.03269566101906348,-0.19684228149130137,-0.045657300000000005,-0.00690246235500247,2009-01-01
0.029243437273004675,0.24687743865247502,-0.00717282,0.005303325744364429,2009-04-01
0.018866085405061666,-0.7728824060665143,0.0140388,0.008567130474912865,2009-07-01
-0.0006889999220424844,-0.6209827483471918,0.043011,0.007798843341534578,2009-10-01
0.004625528942698039,-0.04753841156245139,0.0193197,0.0015837794859452359,2010-01-01
0.0029718601545035694,0.2136744550391345,0.0385289,-0.0003529103522410537,2010-04-01
-0.0050150492217913385,0.21099649991174138,0.0307241,0.0029271792527838514,2010-07-01
0.016387380138533764,0.6095324755899304,0.0209499,0.008064786499467402,2010-10-01
-0.0030602582014358872,0.6211629784761312,-0.00951552,0.010615781628477983,2011-01-01
0.00014084344930335538,0.9096863843557476,0.026976399999999998,0.011305683191759286,2011-04-01
-0.007995096148350256,-0.11527825057189327,-0.0008923749999999999,0.006499786532058849,2011-07-01
0.006762468136432738,-0.08569960793813446,0.0446786,0.0044786867482873305,2011-10-01
-0.001110920669618598,0.01852052340505052,0.0333975,0.00561606647060664,2012-01-01
-0.011184908130525417,-0.5541090063674149,0.0178102,0.0021087916393058848,2012-04-01
-0.004755021969337562,-0.34655608046200803,0.00577416,0.004504541584990918,2012-07-01
0.00993303108666869,-0.15064408085514935,0.00462248,0.0066273697436178836,2012-10-01
-0.010060738675700195,-0.30710507000543014,0.0392581,0.0040114911690558586,2013-01-01
-0.0010156868596812307,-0.7338840782299597,0.010697700000000001,-0.0010953080523377068,2013-04-01
0.007618023224694774,-0.48936029368090983,0.0339162,0.005393860652711524,2013-07-01
-0.0030395351359170375,-0.4521917549793583,0.0346969,0.0036909938671527698,2013-10-01
0.00788435459384266,-0.5136858863387739,-0.0138115,0.00620840903632125,2014-01-01
-0.0003965555248895969,-0.7740847800861997,0.0513345,0.005296595423983419,2014-04-01
-0.006674854253109504,-0.748691639423407,0.0483161,0.0025550735244532774,2014-07-01
0.006868060288541367,-0.6490586283245986,0.020180600000000003,-0.0024875288615744395,2014-10-01
0.001773605094929409,-0.39819873093623565,0.0358604,-0.006493709441916629,2015-01-01
-0.0018257586696108035,-0.5785486159984029,0.0246951,0.00679633794368506,2015-04-01
0.0025290148090032862,-0.4875744120233916,0.0159832,0.0037698937901513574,2015-07-01
0.0024346827570091247,-0.47995036079159487,0.00737491,-7.56792210445667e-05,2015-10-01
-0.008834598267650318,-0.7210834255721554,0.0231172,-0.0006212064600834566,2016-01-01
0.010117251855150963,-0.41519085368961034,0.012820400000000001,0.00796602265304358,2016-04-01
0.002118829823863466,-0.11635620913968142,0.0282694,0.00423576261337999,2016-07-01
-0.005224411911166997,-0.1928751028937951,0.022128600000000002,0.006328038981236794,2016-10-01
-0.0024635732538717723,0.13028123298605102,0.0194095,0.007012758243067907,2017-01-01
0.014004563334292675,-0.014992614758670378,0.022331300000000002,0.0011529665570542136,2017-04-01
0.014229632093977726,0.3409886601812661,0.031434199999999995,0.004769045852770937,2017-07-01
-0.007279025563545501,0.7560813259649226,0.0448325,0.007923695328321045,2017-10-01
-0.002965707995305711,0.35523128593523695,0.032399700000000003,0.008391381606463355,2018-01-01
0.010371169288366344,0.4344757152867517,0.021177,0.005429205735154596,2018-04-01
0.012190751554124782,0.47054579519929307,0.0248747,0.004010234584068684,2018-07-01
-0.0054347915073661435,0.4759944357854371,0.00565781,0.00406307254100291,2018-10-01
-0.0038573248656086725,0.2903284022699856,0.0248819,0.0026662904528294007,2019-01-01
0.010875677110527393,-0.3526624583738407,0.03328,0.007320045347085191,2019-04-01
-0.0013578591015015833,-0.19317973977221425,0.0465193,0.0032933326541861874,2019-07-01
0.002862952671585983,0.10571172734485824,0.027177600000000003,0.00699917036392339,2019-10-01
0.0021305878977265027,1.3219731207604177,-0.05608730000000001,0.003403820105836175,2020-01-01
0.021645620031449875,2.6898685780324727,-0.329567,-0.0094791304022106,2020-04-01
0.02634273015243264,1.6878007996691906,0.301556,0.011310759322283204,2020-07-01
-0.000177002485451457,0.8468358506452486,0.043155799999999994,0.00694997948275855,2020-10-01
0.03627063639309965,1.8421891421664187,0.054832200000000005,0.009988648379117393,2021-01-01
0.03884089807536043,2.8508980434405706,0.062309,0.018608333774217556,2021-04-01
0.0077394248758417454,3.1998371576773414,0.0339664,0.015760990779659423,2021-07-01
0.049243455236246104,4.206575873145422,0.07148990000000001,0.02099646308109282,2021-10-01
-0.01810805385648706,3.1112636682987076,-0.010304500000000001,0.021813220840924075,2022-01-01
-0.005431915969039876,2.9045752870192367,0.00279305,0.02386900666638425,2022-04-01
-0.023684825277932513,1.4511944621500605,0.026844999999999997,0.012951819062981151,2022-07-01
-0.0056696646929393175,1.2446964122335702,0.0329813,0.009872965119826382,2022-10-01
0.02779436461652828,-0.09209203280145879,0.0275728,0.009212197680528611,2023-01-01
-0.033184103647416675,-1.3109308170918264,0.024208599999999997,0.007487428510279059,2023-04-01
-0.00119620679253644,-0.874359054172729,0.042630299999999996,0.00842530262808694,2023-07-01
-0.01635284565645323,-0.10964387964722222,0.031429,0.006723972724040905,2023-10-01
-0.001501477791770826,-0.28955577077510414,0.0161516,0.00933863276182123,2024-01-01
-0.011570754067961486,-0.6147915470620863,0.029457300000000002,0.0069554073562798635,2024-04-01
0.011683193205326736,0.09161319856878324,0.027942300000000003,0.003039822259998992,2024-07-01
